,Date/Time,Load,Bill Before Solar,Solar,Net Load,Bill Solar Only,Import Rate,Export Rate,basic storage,soc
181, 01/08  14:00:00,1.05689307198,0.0582242393354,3.257862,-2.20096892802,-0.055222310404,0.05509,0.02509,-2.20096892802,0.974260493117
182, 01/08  15:00:00,1.05513934416,0.0581276264698,2.544655,-1.48951565584,-0.037371947805,0.05509,0.02509,-1.48951565584,1.13442346686
183, 01/08  16:00:00,1.13975401648,0.0627890487679,1.514555,-0.37480098352,-0.00940375667652,0.05509,0.02509,0.0,1.13442346686
184, 01/08  17:00:00,1.45494086286,0.255604010787,0.292385,1.16255586286,0.204237813987,0.17568,0.14568,1.16255586286,1.0094174601
185, 01/08  18:00:00,2.04506620361,0.35927723065,0.0,2.04506620361,0.35927723065,0.17568,0.14568,2.04506620361,0.789517868318
186, 01/08  19:00:00,2.46355617771,0.4327975493,0.0,2.46355617771,0.4327975493,0.17568,0.14568,2.46355617771,0.524619354586
187, 01/08  20:00:00,2.43532735672,0.427838310029,0.0,2.43532735672,0.427838310029,0.17568,0.14568,2.43532735672,0.262756197949
188, 01/08  21:00:00,2.26148576276,0.397297818802,0.0,2.26148576276,0.397297818802,0.17568,0.14568,2.26148576276,0.0195856858247
189, 01/08  22:00:00,2.08250139437,0.162018608482,0.0,2.08250139437,0.162018608482,0.0778,0.0478,0.0,0.0195856858247
190, 01/08  23:00:00,1.70552067901,0.132689508827,0.0,1.70552067901,0.132689508827,0.0778,0.0478,0.0,0.0195856858247
191, 01/08  24:00:00,1.32886838037,0.103385959993,0.0,1.32886838037,0.103385959993,0.0778,0.0478,0.0,0.0195856858247
192, 01/09  01:00:00,0.960353450778,0.0747154984705,0.0,0.960353450778,0.0747154984705,0.0778,0.0478,0.0,0.0195856858247
