,Date/Time,Load,Bill Before Solar,Solar,Net Load,Bill Solar Only,Import Rate,Export Rate,basic storage,soc,savings,yearly total savings
133, 01/06  14:00:00,1.11453172613,0.0613995527925,3.165166,-2.05063427387,-0.0514504139314,0.05509,0.02509,-2.05063427387,0.995395979951,-1.98923472108,1463.74310634
134, 01/06  15:00:00,1.1146635627,0.0614068156691,2.50068,-1.3860164373,-0.0347751524119,0.05509,0.02509,-1.3860164373,1.13520228836,-1.32460962163,1463.74310634
135, 01/06  16:00:00,1.20927042546,0.0666187077386,1.535506,-0.32623557454,-0.00818525056521,0.05509,0.02509,0.0,1.13520228836,0.0666187077386,1463.74310634
136, 01/06  17:00:00,1.52103528289,0.267215478498,0.283664,1.23737128289,0.217381386978,0.17568,0.14568,1.23737128289,1.01038969124,1.50458676139,1463.74310634
137, 01/06  18:00:00,2.11533045383,0.371621254129,0.0,2.11533045383,0.371621254129,0.17568,0.14568,2.11533045383,0.797018093434,2.48695170796,1463.74310634
138, 01/06  19:00:00,2.52245057082,0.443144116282,0.0,2.52245057082,0.443144116282,0.17568,0.14568,2.52245057082,0.542580632988,2.9655946871,1463.74310634
139, 01/06  20:00:00,2.48239375174,0.436106934306,0.0,2.48239375174,0.436106934306,0.17568,0.14568,2.48239375174,0.29218367008,2.91850068605,1463.74310634
140, 01/06  21:00:00,2.28706028707,0.401790751232,0.0,2.28706028707,0.401790751232,0.17568,0.14568,2.28706028707,0.0614898289153,2.6888510383,1463.74310634
141, 01/06  22:00:00,2.0815146179,0.161941837273,0.0,2.0815146179,0.161941837273,0.0778,0.0478,0.0,0.0614898289153,0.161941837273,1463.74310634
142, 01/06  23:00:00,1.70103920057,0.132340849804,0.0,1.70103920057,0.132340849804,0.0778,0.0478,0.0,0.0614898289153,0.132340849804,1463.74310634
143, 01/06  24:00:00,1.32939525868,0.103426951125,0.0,1.32939525868,0.103426951125,0.0778,0.0478,0.0,0.0614898289153,0.103426951125,1463.74310634
144, 01/07  01:00:00,0.960210162173,0.0747043506171,0.0,0.960210162173,0.0747043506171,0.0778,0.0478,0.0,0.0614898289153,0.0747043506171,1463.74310634
145, 01/07  02:00:00,0.815089669635,0.0634139762976,0.0,0.815089669635,0.0634139762976,0.0778,0.0478,0.0,0.0614898289153,0.0634139762976,1463.74310634
146, 01/07  03:00:00,0.760859194338,0.0591948453195,0.0,0.760859194338,0.0591948453195,0.0778,0.0478,0.0,0.0614898289153,0.0591948453195,1463.74310634
147, 01/07  04:00:00,0.739906017184,0.0575646881369,0.0,0.739906017184,0.0575646881369,0.0778,0.0478,0.0,0.0614898289153,0.0575646881369,1463.74310634
148, 01/07  05:00:00,0.74099867161,0.0576496966513,0.0,0.74099867161,0.0576496966513,0.0778,0.0478,0.0,0.0614898289153,0.0576496966513,1463.74310634
149, 01/07  06:00:00,0.800186986168,0.0622545475239,0.0,0.800186986168,0.0622545475239,0.0778,0.0478,0.0,0.0614898289153,0.0622545475239,1463.74310634
150, 01/07  07:00:00,1.06326852231,0.0827222910357,0.0,1.06326852231,0.0827222910357,0.0778,0.0478,0.0,0.0614898289153,0.0827222910357,1463.74310634
151, 01/07  08:00:00,1.49010974891,0.115930538465,0.131899,1.35821074891,0.105668796265,0.0778,0.0478,0.0,0.0614898289153,0.115930538465,1463.74310634
152, 01/07  09:00:00,1.41326335731,0.0778566783542,0.860973,0.55229035731,0.0304256757842,0.05509,0.02509,0.0,0.0614898289153,0.0778566783542,1463.74310634
153, 01/07  10:00:00,1.20677394126,0.066481176424,2.065719,-0.85894505874,-0.0215509315238,0.05509,0.02509,-0.85894505874,0.148130892148,-0.792463882316,1463.74310634
154, 01/07  11:00:00,1.19570069294,0.0658711511741,3.010224,-1.81452330706,-0.0455263897741,0.05509,0.02509,-1.81452330706,0.331160326901,-1.74865215589,1463.74310634
155, 01/07  12:00:00,1.20600081393,0.0664385848394,3.285205,-2.07920418607,-0.0521672330285,0.05509,0.02509,-2.07920418607,0.540887898562,-2.01276560123,1463.74310634
156, 01/07  13:00:00,1.18001088051,0.0650067994073,3.500119,-2.32010811949,-0.058211512718,0.05509,0.02509,-2.32010811949,0.774915246694,-2.25510132008,1463.74310634
157, 01/07  14:00:00,1.14996856309,0.0633517681406,3.244983,-2.09501443691,-0.0525639122221,0.05509,0.02509,-2.09501443691,0.986237585016,-2.03166266877,1463.74310634
158, 01/07  15:00:00,1.14474285172,0.0630638837013,2.511273,-1.36653014828,-0.0342862414203,0.05509,0.02509,-1.36653014828,1.12407832789,-1.30346626458,1463.74310634
